Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557815551758,35.250704510369104,26.767999775913133,28.908796765471156,855215656
1,2007-10-08,30.7276668548584,33.48011863436938,30.53451150138165,33.48011863436938,126671715
2,2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
3,2007-10-10,33.12601089477539,33.80205264632212,32.8362799630773,33.67328164530978,67931378
4,2007-10-11,36.8281364440918,38.63091284248805,32.836277226027775,38.63091284248805,106320954
5,2007-10-12,36.586692810058594,37.95487064587003,35.733594562180855,36.05551875884237,99410791
6,2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
7,2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
8,2007-10-17,44.03922653198242,45.06938099237755,34.15615311388379,36.699354715589536,204876259
9,2007-10-18,42.49400329589844,48.11158235401636,40.6751324321906,44.7474727045501,146617799
10,2007-10-19,42.349124908447266,44.07141964355362,40.240519523202614,41.52821586849711,110266491
11,2007-10-22,41.7857666015625,43.089557680577606,40.40149011755646,41.49603573582313,72253405
12,2007-10-23,44.76356887817383,45.1659741058401,42.81592495644339,42.81592495644339,74594921
13,2007-10-24,44.07143020629883,46.19613055854366,43.57244513307889,45.71323994694737,63055170
14,2007-10-25,43.9748420715332,45.0050009475827,38.84015088263432,42.574471350344865,34522489
15,2007-10-26,45.29472351074219,46.019052610392144,43.54023572281813,44.74745088890139,62370025
16,2007-10-29,46.21222686767578,47.322867022635045,45.8098216472378,46.0351703172335,43657697
17,2007-10-30,47.24237823486328,48.51397590318908,45.45569672915499,46.839973080385114,79921711
18,2007-10-31,48.22425079345703,49.28660314729394,47.322864886906835,47.48382696781765,44655368
19,2007-11-01,47.145809173583984,49.78558933797749,46.7595027566523,49.415377384360156,50632492
20,2007-11-02,47.99892044067383,48.288655789920604,45.06940857749052,45.43962499788861,32001693
21,2007-11-05,48.98077392578125,50.05922075170029,47.67697843783403,47.96671367940626,38833135
22,2007-11-06,49.624610900878906,52.76337079112563,48.94856943585847,49.8338606869537,81880281
23,2007-11-07,48.900291442871094,51.25033603130588,47.80575018752306,50.542105509081054,33593141
24,2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
25,2007-11-12,49.22221755981445,50.09141456079059,45.34302871190359,46.61463092326202,35153735
26,2007-11-13,50.39723587036133,51.41129604615054,48.46569101500069,50.05921726722347,43830531
27,2007-11-14,49.737308502197266,51.990778196834576,49.47976648869824,51.28254311768349,36738579
28,2007-11-15,50.57429504394531,51.45958640579601,49.624617109228,50.670870536869735,29242252
29,2007-11-16,50.220191955566406,51.36302120222308,49.640725733550724,50.34896077166654,18895294
30,2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
31,2007-11-20,51.234249114990234,53.278468676584815,50.60649517281405,51.82980976360265,26342171
32,2007-11-21,47.24237823486328,51.8458914555434,46.099544976320054,51.540066157965214,26814499
33,2007-11-22,45.616661071777344,48.64275147785787,43.63682848602828,46.74339556065289,34096185
34,2007-11-23,48.64275360107422,48.93248446615647,45.90639392798957,48.61056031242602,27664090
35,2007-11-26,49.02906036376953,50.445525778408005,48.64275399598222,50.445525778408005,20159123
36,2007-11-27,47.82185363769531,49.866073282498654,47.32287284946353,49.866073282498654,20573198
37,2007-11-28,47.113616943359375,49.0934542945035,46.79169273879954,48.868105604761034,16435311
38,2007-11-29,45.842002868652344,48.54616436475616,45.24644242593084,48.288626838031966,25530967
39,2007-11-30,47.612606048583984,47.90233698356052,46.03517818804345,46.679026650825456,18437721
40,2007-12-03,48.28863525390625,48.88419580042367,47.82184349319311,48.19205538977128,16851227
41,2007-12-04,47.66086959838867,49.012952429926166,47.306752250474126,48.610547345108415,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64275360107422,51.39520336891929,48.01499975474952,50.638680734377566,24104710
44,2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
45,2007-12-10,48.481788635253906,49.077344791066345,47.85403482633609,48.90028826361544,8330010
46,2007-12-11,48.25644302368164,49.190022199197045,48.01499990761512,48.91638579437983,11685950
47,2007-12-12,48.22425079345703,48.65884928519141,47.322864886906835,47.64478904872846,16342131
48,2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
49,2007-12-14,46.95265197753906,47.69308022269544,46.71120883884428,47.2584816997696,10991851
50,2007-12-17,44.119712829589844,47.48382169350443,43.45976575133426,47.22627977282832,19355678
51,2007-12-18,43.92655944824219,45.39131254089077,42.55838185118833,43.62072976823285,21607783
52,2007-12-19,43.12174606323242,45.72933229096696,42.7515342009978,45.34302160301544,19526912
53,2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
54,2007-12-24,43.9909553527832,44.68309152833992,42.97689060209086,43.33100810500116,16711519
55,2007-12-26,45.326927185058594,45.87419993242705,44.232386056697,44.232386056697,20930094
56,2007-12-27,45.648860931396484,46.90436438363176,45.26255016161199,46.26051601157508,44565277
57,2007-12-28,46.00297546386719,46.19613083639226,45.06939189105865,45.552278139183365,18354518
58,2007-12-31,46.34098434448242,46.614620700809915,45.77761717349202,46.35708316919288,11982308
59,2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
60,2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
61,2008-01-03,48.868080139160156,49.06123543451637,46.083438094095214,46.64680515849921,31815218
62,2008-01-04,48.61056137084961,50.22018217454902,48.288637210109734,49.57633385306926,28011310
63,2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
64,2008-01-08,46.56634521484375,48.932488829004434,46.00297789558532,48.256447172619076,13282666
65,2008-01-09,45.82590866088867,46.823874318639156,45.71323434420508,46.61462451129842,13113527
66,2008-01-10,44.731361389160156,47.32285285262935,44.42553176665222,46.035156532806084,18023003
67,2008-01-11,45.40741729736328,45.84201581704376,43.62073546453823,45.34303071430833,11629440
68,2008-01-14,46.099544525146484,46.58243070579431,44.76356029862923,45.487889569600966,10264240
69,2008-01-15,44.69917678833008,47.03312682125555,44.32896489776186,46.83997582887257,11558334
70,2008-01-16,43.78168869018555,44.74746104218779,42.67105310520814,44.37724918052865,14834065
71,2008-01-17,44.95672607421875,45.95469195236284,43.00908207392314,43.9426613664929,16169395
72,2008-01-18,42.86421203613281,44.63479482964799,42.49399577711548,44.58650271490614,13254156
73,2008-01-21,35.57262420654297,42.49399282814056,30.9852032857848,42.49399282814056,33202389
74,2008-01-22,31.999267578125,33.80204364681696,25.415917126882906,32.06365196989518,58755707
75,2008-01-23,35.57262420654297,36.94080172476575,32.51434504816264,32.51434504816264,28425991
76,2008-01-24,35.653114318847656,38.1802201930335,33.96301224817499,37.488084027842845,29911930
77,2008-01-25,37.48807144165039,37.66512794782081,35.97502644458045,37.3432038519655,12550722
78,2008-01-28,37.89047622680664,38.180207037242404,33.963000545510845,36.972991688447586,13601109
79,2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
80,2008-01-30,35.20241165161133,37.50416820518528,34.73561993737856,37.34320614736367,9016102
81,2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
82,2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
83,2008-02-04,35.79798126220703,36.21648318136195,34.68734314908736,34.68734314908736,12009385
84,2008-02-05,36.908607482910156,37.39149365329963,35.08973711438489,35.862354113732984,14593303
85,2008-02-06,36.586692810058594,37.021291348826914,34.54247547117089,35.89455666051161,12429218
86,2008-02-07,34.86440658569336,37.32712848872475,34.63906003995425,36.08771921237673,11300078
87,2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
88,2008-02-11,31.56467056274414,34.44589351286467,31.226649761441898,34.44589351286467,15133331
89,2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
90,2008-02-13,30.550609588623047,31.950978326358264,29.92285793493569,31.548573140252536,10395753
91,2008-02-14,33.22258758544922,33.56060845090278,31.226655687795184,31.226655687795184,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
94,2008-02-19,33.608882904052734,34.67123283922573,33.35134319504299,34.590751816609405,7226542
95,2008-02-20,32.77188491821289,33.30306106690574,32.40167302506549,33.28696442303241,5604999
96,2008-02-21,32.997230529785156,33.560597731197944,32.59482538591888,33.303058002486,3874365
97,2008-02-22,32.5787353515625,32.78798519554064,31.564672873421785,31.902693699468692,2691220
98,2008-02-25,32.85235595703125,33.25476101546869,32.06364247913131,32.9650302466686,6270186
99,2008-02-26,32.981143951416016,33.447933624101786,32.82018184475276,33.15820270538325,7139423
100,2008-02-27,34.91267776489258,36.63497043061831,33.46401928071084,33.46401928071084,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.379478454589844,36.377444376498886,34.80001662451442,35.669211552815824,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.02942657470703,34.25273883178418,32.192425060108526,34.123970039749935,11485198
105,2008-03-05,33.64107894897461,33.802041007425444,32.224611524694694,33.19038387539969,8581053
106,2008-03-07,31.918781280517578,33.15818989631414,30.582795001393535,33.15818989631414,14251925
107,2008-03-10,31.8055362701416,32.03202484933756,29.977447216467244,31.96731414017483,11713659
108,2008-03-11,34.42634582519531,34.74990163276941,30.80252121921611,31.546697821233924,19665129
109,2008-03-12,33.552738189697266,35.591139767069336,33.22918245342401,35.36465119052861,12262350
110,2008-03-13,28.942081451416016,33.002710636887244,28.149369933828694,32.67915473630026,47000084
111,2008-03-14,30.93194007873535,31.061361513244478,29.152383285842962,29.750960163264015,35798540
112,2008-03-17,29.71860694885254,30.34954030425737,29.087673593447708,30.34954030425737,19211273
113,2008-03-18,29.977445602416992,30.559846342029463,29.18473232653333,29.670065910501606,12632937
114,2008-03-19,30.15540313720703,33.585092645439616,29.961268816593606,31.384913186916144,16449023
115,2008-03-24,30.44660758972168,31.287853529442906,29.78331777504762,31.287853529442906,11636914
116,2008-03-25,31.59522819519043,31.789360336677856,30.673093391803047,31.239315977750714,13232423
117,2008-03-26,31.40110206604004,32.16145918644529,31.061367986832302,31.384923834791383,11448313
118,2008-03-27,31.96731948852539,32.27469924841749,30.931941385937474,30.931941385937474,17425122
119,2008-03-28,32.03203201293945,32.27470106651228,31.190788217183677,32.11292096604597,11599511
120,2008-03-31,31.8055362701416,32.1776266877697,31.38491336920465,32.03202484933756,9914705
121,2008-04-01,31.870243072509766,32.323222369626286,31.465798447005294,32.03202092271155,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.129093170166016,32.61442679778772,31.870248129917197,32.468827148351785,3883474
124,2008-04-04,31.96731948852539,32.33940996840677,31.352564357247516,32.33940996840677,5906537
125,2008-04-07,31.8378963470459,32.16145212395377,31.465805887050017,32.01585246319584,4088729
126,2008-04-08,31.02901268005371,31.85408050358522,30.802524032913592,31.78936758075651,5753811
127,2008-04-09,31.109901428222656,31.384922571364548,30.75398913209381,31.126079658820046,3776374
128,2008-04-10,31.724647521972656,31.95113610250256,30.948114618940757,31.061357812079304,7075297
129,2008-04-11,31.870243072509766,32.19379877291334,31.546687372106188,32.03202092271155,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.918781280517578,32.90562671493512,31.78935766946533,32.67913813840964,4725794
132,2008-04-17,33.1483039855957,33.908658889360524,32.04821281837236,32.40412511834975,14831167
